US_Chart - Current Rock Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
16,Nell' Ora Blu,Uncle Acid & The Deadbeat,RISE ABOVE LIMITED,RSAB,16,,,1,1228,999.0,17,1470,2024.06.13
17,Heavy Soul,Joanne Shaw Taylor,JOURNEYMAN RECORDS,JOUN,17,,,1,1218,999.0,1,1220,2024.06.13
18,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,28,34,10,1186,39.9,848,26496,2024.06.13
19,Unreal Unearth,Hozier,Columbia Records,COL ,1,21,16,43,1177,-2.9,1212,132157,2024.06.13
20,Carrot On Strings,Man Man, SUB POP,SUBP,20,,,1,1165,,0,1165,2024.06.13
21,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,24,18,82,1140,9.0,1046,191492,2024.06.13
22,You Won't Go Before You're Supposed To,Knocked Loose,PURE NOISE,PNOI,1,18,12,5,1128,-13.5,1304,25811,2024.06.13
23,Eels Time,Eels,[PIAS],K8M,23,,,1,1047,,0,1047,2024.06.13
24,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,27,23,34,1028,13.0,910,239627,2024.06.13
25,Theories Of Emptiness,Evergrey,THE ORCHARD,ORCH,25,,,1,997,999.0,2,1001,2024.06.13
26,Searching For Solace,Ghost Inside,Epitaph,EPI,26,,,1,972,775.7,111,1978,2024.06.13
27,Light It Up,Red Wanting Blue,THE ORCHARD,ORCH,27,,,1,887,,0,887,2024.06.13
28,Ship To Shore,Richard Thompson,NEW WEST RECORD,NWSW,4,4,,2,852,-80.9,4455,5310,2024.06.13
29,Live In '82,Loverboy,earMusic,ERMS,29,,,1,846,,0,847,2024.06.13
30,Light Of Death,Umbra Vitae,THE ORCHARD,ORCH,30,,,1,833,999.0,3,836,2024.06.13
31,"Plays Metallica, Vol. 2",Apocalyptica, BMG DISTRIBUTION,BMG ,31,,,1,817,,0,817,2024.06.13
32,Don't Forget Me,Maggie Rogers,CAPITOL MUSIC GROUP,CAP ,2,33,30,9,797,3.6,769,16616,2024.06.13
33,Neon Pill,Cage The Elephant, RCA,RCA,3,22,24,4,785,-32.6,1164,11684,2024.06.13
34,It's Inside You,Candy,RELAPSE RECORDS,RLS ,34,,,1,771,343.1,174,945,2024.06.13
35,Diamonds,Elton John,ISLAND,ISL,2,35,35,340,763,-0.3,765,820921,2024.06.13
36,Kingdoms Of Magical Rock,Peyton Parrish, INDEPENDENT LABEL SUBMISSION,INDI,36,,,1,743,,0,743,2024.06.13
37,Now That's What I Call Fantastic Cat,Fantastic Cat,MCEP,MCEP,37,,,1,729,,0,729,2024.06.13
38,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,29,26,50,716,-13.7,830,64918,2024.06.13
39,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,39,37,63,702,-0.4,705,227094,2024.06.13
40,Frog In Boiling Water,DIIV,FANTASY RECORDS,FAN ,11,41,11,3,700,6.7,656,3144,2024.06.13
41,Blue Electric Light,Lenny Kravitz, BMG DISTRIBUTION,BMG ,3,23,3,3,695,-38.4,1129,7042,2024.06.13
42,All Born Screaming,St. Vincent,ST. VINCENT,STVN,3,26,36,7,694,-28.7,974,15027,2024.06.13
43,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,36,31,21,692,-5.7,734,73772,2024.06.13
44,Amama,Crumb,Crumb Records,CR,26,,,2,680,999.0,18,1697,2024.06.13
45,From Hell I Rise,Kerry King,Reigning Phoenix Music LLC,RPMR,5,25,17,4,661,-33.8,999,9872,2024.06.13
46,Gravity Stairs,Crowded House, BMG DISTRIBUTION,BMG ,6,6,,2,642,-79.0,3057,3703,2024.06.13
47,A La Sala,Khruangbin,Dead Oceans,DOC,3,42,,2,635,-2.8,653,19800,2024.06.13
48,Umbilical,Thou,Sacred Bones Records,SBR,9,9,,2,613,-74.1,2370,2984,2024.06.13
49,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,46,39,42,595,0.2,594,68871,2024.06.13
50,One Deep River,Mark Knopfler,BLUE NOTE,BNTE,4,,48,8,589,27.5,462,15295,2024.06.13
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.06.13
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.06.20
1,One Hand Clapping (Live Sessions),Paul McCartney & Wings,CAPITOL MUSIC GROUP,CAP ,1,,,1,12546,,0,12548,2024.06.20
2,"As It Ever Was, So It Will Be Again",Decemberists,THE ORCHARD,ORCH,2,,,1,10723,999.0,3,10726,2024.06.20
3,Sonido Cosmico,Hermanos Gutierrez,EASY EYE,CNCO,3,,,1,6836,999.0,3,6840,2024.06.20
4,Clancy,Twenty One Pilots,FUELED BY RAMEN,FUER,1,2,2,4,5494,-31.5,8022,138363,2024.06.20
5,Forever,Bon Jovi,ISLAND,ISL ,1,1,,2,4670,-90.2,47696,52259,2024.06.20
6,"Vagabonds, Virgins & Misfits",Mike Campbell & The Dirty Knobs, BMG DISTRIBUTION,BMG,6,,,1,4325,999.0,1,4327,2024.06.20
7,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,4,5,54,4004,-1.0,4046,210476,2024.06.20
8,Rock 'N' Roll Star!,David Bowie, WAR - PARLOPHONE,WAR ,8,,,1,3987,999.0,34,4107,2024.06.20
9,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,6,7,43,3413,9.0,3130,169308,2024.06.20
10,V,Black Country Communion,J&R ADVENTURES,JRAV,10,,,1,3349,999.0,14,3365,2024.06.20
11,Older,Lizzy McAlpine, RCA,RCA ,11,,,1,3335,999.0,75,4950,2024.06.20
12,"GarciaLive Volume 21: February 13th, 1976 Keystone Berkeley",Jerry Garcia Band,"ATO RECORDS, L.L.C.",ATO ,12,,,1,3109,999.0,10,3123,2024.06.20
13,Papercuts,Linkin Park,Warner Records,WAR,1,7,10,10,2226,-2.3,2279,48141,2024.06.20
14,Renegades & Juke Box Heroes,"Foreigner, Styx",TRIGGER PRODUCTIONS,TRGR,14,,,1,2200,999.0,11,2211,2024.06.20
15,Amama,Crumb,Crumb Records,CR,15,44,,3,2195,222.8,680,3892,2024.06.20
16,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,8,12,55,2093,-0.8,2110,219247,2024.06.20
17,Submarine,MARIAS,ATLANTIC GROUP,ATLG,1,3,1,3,1800,-74.7,7128,26349,2024.06.20
18,Cutting The Throat Of God,Ulcerate,ALL INDEPENDENT SERVICE ALLIANCE,A1SA,18,,,1,1675,,0,1675,2024.06.20
19,Dark Matter,Pearl Jam,REPUBLIC RECORDS,R-RR,1,10,13,9,1521,-2.6,1561,71871,2024.06.20
20,To The Limit: The Essential Collection,Eagles,ELEKTRA,EEG ,5,15,19,10,1450,14.9,1262,21858,2024.06.20
21,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,24,27,35,1382,34.2,1030,241009,2024.06.20
22,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,21,24,83,1344,17.6,1143,192836,2024.06.20
23,Model,Wallows,ATLANTIC GROUP,ATLG,2,9,8,4,1330,-25.5,1786,20209,2024.06.20
24,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,18,28,11,1232,3.9,1186,27728,2024.06.20
25,Orgy Of The Damned,Slash, INDEPENDENT LABEL SUBMISSION,INDI,2,13,14,5,1216,-11.2,1369,17807,2024.06.20
26,Replica,Dayseeker,Spinefarm,SFMU,26,,,1,1181,,0,1181,2024.06.20
27,Unreal Unearth,Hozier,Columbia Records,COL ,1,19,21,44,1167,-0.8,1177,133324,2024.06.20
28,Poptical Illusion,John Cale,DOMINO RECORDING COMPANY INC.,DNO,28,,,1,1147,999.0,1,1149,2024.06.20
29,The Early November,Early November,PURE NOISE,PNOI,29,,,1,1043,,0,1043,2024.06.20
30,You Won't Go Before You're Supposed To,Knocked Loose,PURE NOISE,PNOI,1,22,18,6,919,-18.5,1128,26730,2024.06.20
31,Oath,Mono,Temporary Residence Ltd.,TRR,31,,,1,859,,0,860,2024.06.20
32,Anno Domini 1989–1995,Black Sabbath, RHINO,RHI ,3,14,3,3,846,-36.9,1341,9534,2024.06.20
32,Neon Pill,Cage The Elephant, RCA,RCA,3,33,22,5,846,7.8,785,12530,2024.06.20
34,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,49,46,43,825,31.8,626,69696,2024.06.20
35,Diamonds,Elton John,ISLAND,ISL,2,35,35,341,799,0.3,797,821720,2024.06.20
36,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,43,36,22,780,11.6,699,74552,2024.06.20
37,Stereophonic (Original Ca,Original Cast Of Stereoph,SONY CLASSICS,SNYC,37,,,1,765,999.0,47,1169,2024.06.20
38,Don't Forget Me,Maggie Rogers,CAPITOL MUSIC GROUP,CAP ,2,32,33,10,743,-6.8,797,17359,2024.06.20
39,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,39,39,64,723,3.0,702,227817,2024.06.20
40,Ship To Shore,Richard Thompson,NEW WEST RECORD,NWSW,4,28,4,3,704,-17.4,852,6014,2024.06.20
41,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,38,29,51,691,-3.5,716,65609,2024.06.20
42,A La Sala,Khruangbin,Dead Oceans,DOC,3,47,42,3,688,8.3,635,20488,2024.06.20
43,The Avett Brothers,Avett Brothers,THE ORCHARD,ORCH,4,,32,4,687,23.6,556,11411,2024.06.20
44,The Stygian Rose,Crypt Sermon,DARK DESCENT,DKDS,44,,,1,679,999.0,2,683,2024.06.20
45,Remember Me Like This,Jonezen, INDEPENDENT LABEL SUBMISSION,INDI,45,,,1,676,,0,676,2024.06.20
46,Frog In Boiling Water,DIIV,FANTASY RECORDS,FAN ,11,40,41,4,659,-5.9,700,3803,2024.06.20
47,Ohio Players,Black Keys,NONESUCH,NON,1,,45,9,568,5.4,539,27871,2024.06.20
48,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,,,57,553,9.3,506,196229,2024.06.20
49,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,,,1,552,32.1,418,116600,2024.06.20
50,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,,,1,549,14.1,481,78636,2024.06.20
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.06.20
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.06.27
1,I Want To Disappear,Story So Far,PURE NOISE,PNOI,1,,,1,9085,,0,9085,2024.06.27
2,Good Together,Lake Street Dive,FANTASY RECORDS,FAN ,2,,,1,6152,999.0,1,6154,2024.06.27
3,Live At The Hollywood Bowl,Joe Bonamassa,J&R ADVENTURES,JRAV,3,,,1,5714,,0,5741,2024.06.27
4,Fire,Kittie,"SUMERIAN RECORDS, LLC",SMRN,4,,,1,4590,999.0,2,4594,2024.06.27
5,Clancy,Twenty One Pilots,FUELED BY RAMEN,FUER,1,4,2,5,4354,-20.7,5494,142721,2024.06.27
6,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,7,4,55,3414,-14.7,4004,213890,2024.06.27
7,Schizophrenia,Cavalera,NUCLEAR BLAST,NUB,7,,,1,3104,999.0,3,3108,2024.06.27
8,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,9,6,44,3075,-9.9,3413,172383,2024.06.27
9,One Hand Clapping (Live Sessions),Paul McCartney & Wings,CAPITOL MUSIC GROUP,CAP ,1,1,,2,2570,-79.5,12546,15118,2024.06.27
10,The Asylum Albums (1976-1980),Joni Mitchell,ELEKTRA,EEG ,10,,,1,2096,999.0,11,2117,2024.06.27
11,"As It Ever Was, So It Will Be Again",Decemberists,THE ORCHARD,ORCH,2,2,,2,2028,-81.1,10723,12754,2024.06.27
12,Papercuts,Linkin Park,Warner Records,WAR,1,13,7,11,1816,-18.4,2226,49957,2024.06.27
13,Live At The Whisky A Go Go 1968,Frank Zappa,ZAPPA RECORDS,ZAP ,13,,,1,1761,,0,1767,2024.06.27
14,Les Chants De L'Aurore,Alcest,NUCLEAR BLAST,NUB,14,,,1,1725,,0,1725,2024.06.27
15,Texicali,Dave Alvin & Jimmie Dale Gilmore,YEP ROC RECORDS,YROC,15,,,1,1646,,0,1649,2024.06.27
16,Submarine,MARIAS,ATLANTIC GROUP,ATLG,1,17,3,4,1602,-11.0,1800,27952,2024.06.27
17,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,16,8,56,1578,-24.6,2093,220830,2024.06.27
18,V,Black Country Communion,J&R ADVENTURES,JRAV,10,10,,2,1416,-57.7,3349,4790,2024.06.27
19,Sonido Cosmico,Hermanos Gutiérrez,EASY EYE,CNCO,3,3,,2,1264,-81.5,6836,8104,2024.06.27
20,Stigma,Wage War,FEARLESS RECORD,FEAR,20,,,1,1262,,0,1262,2024.06.27
21,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,22,21,84,1198,-10.9,1344,194034,2024.06.27
22,Model,Wallows,ATLANTIC GROUP,ATLG,2,23,9,5,1127,-15.3,1330,21336,2024.06.27
23,The Healer,Sumac,THRILL JOCKEY RECORDS INC.,THJK,23,,,1,1125,,0,1126,2024.06.27
24,Orgy Of The Damned,Slash, INDEPENDENT LABEL SUBMISSION,INDI,2,25,13,6,1119,-8.0,1216,18926,2024.06.27
25,Forever,Bon Jovi,ISLAND,ISL ,1,5,1,3,1104,-76.4,4670,53363,2024.06.27
26,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,21,24,36,1094,-20.8,1382,242103,2024.06.27
27,Unreal Unearth,Hozier,Columbia Records,COL ,1,27,19,45,977,-16.3,1167,134301,2024.06.27
28,Older,Lizzy McAlpine, RCA,RCA ,11,11,,2,966,-71.0,3335,5917,2024.06.27
29,Dark Matter,Pearl Jam,REPUBLIC RECORDS,R-RR,1,19,10,10,907,-40.4,1521,72778,2024.06.27
30,To The Limit: The Essential Collection,Eagles,ELEKTRA,EEG ,5,20,15,11,883,-39.1,1450,22765,2024.06.27
31,Neon Pill,Cage The Elephant, RCA,RCA,3,32,33,6,854,0.9,846,13384,2024.06.27
32,Rock 'N' Roll Star!,David Bowie, WAR - PARLOPHONE,WAR ,8,8,,2,785,-80.3,3987,4892,2024.06.27
33,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,24,18,12,726,-41.1,1232,28456,2024.06.27
34,Diamonds,Elton John,ISLAND,ISL,2,35,35,342,711,-11.0,799,822438,2024.06.27
35,"Vagabonds, Virgins & Misfits",Mike Campbell & The Dirty Knobs, BMG DISTRIBUTION,BMG,6,6,,2,697,-83.9,4325,5043,2024.06.27
36,Gravity,Dangerous Summer,RUDE,RUDE,36,,,1,662,,0,662,2024.06.27
37,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,39,39,65,660,-8.7,723,228477,2024.06.27
38,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,41,38,52,620,-10.3,691,66231,2024.06.27
39,Bright Future,Adrianne Lenker, 4 A.D.,4AD,3,,,1,613,20.0,511,8905,2024.06.27
40,Anno Domini 1989–1995,Black Sabbath, RHINO,RHI ,3,32,14,4,588,-30.5,846,10157,2024.06.27
41,You Won't Go Before You're Supposed To,Knocked Loose,PURE NOISE,PNOI,1,30,22,7,581,-36.8,919,27311,2024.06.27
42,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,34,49,44,578,-29.9,825,70274,2024.06.27
43,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,36,43,23,533,-31.6,779,75085,2024.06.27
44,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,,,1,518,0.8,514,273703,2024.06.27
45,It Beckons Us All,Darkthrone,THE ORCHARD,ORCH,13,,,1,511,401.0,102,3251,2024.06.27
46,Proxy Music,Linda Thompson,STORYSOUND RECORDS,SSSQ,46,,,1,498,,0,498,2024.06.27
47,Ship To Shore,Richard Thompson,NEW WEST RECORD,NWSW,4,40,28,4,486,-28.3,678,6513,2024.06.27
48,This Is All I Have Left For You,Mickey Darling, INDEPENDENT LABEL SUBMISSION,INDI,48,,,1,485,,0,485,2024.06.27
49,A Fortress Called Home,Seven Spires,THE ORCHARD,ORCH,49,,,1,482,,0,482,2024.06.27
50,Chasing The Light,Jesse Malin,THE ORCHARD,ORCH,50,,,1,472,,0,472,2024.06.27
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.06.27
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.07.04
1,Loom,Imagine Dragons,INTERSCOPE/GEFFEN/A&M,INT ,1,,,1,17095,999.0,5,17102,2024.07.04
2,Keep Me Fed,Warning,LAVA / REPUBLIC RECORDS,R-RR,2,,,1,14917,999.0,2,14920,2024.07.04
3,South Of Here,Nathaniel Rateliff & The Night Sweats,CRAFT RECORDINGS,STA,3,,,1,7977,,0,7977,2024.07.04
4,Carnal,Nothing More,Better Noise Records,NOIZ,4,,,1,6031,,0,6031,2024.07.04
5,Early Daze,Neil Young With Crazy Horse, WARNER Records,WAR ,5,,,1,5531,999.0,4,5542,2024.07.04
6,The Great American Bar Scene,Zach Bryan,WARNER RECORDS,WAR ,6,,,1,5034,,0,5034,2024.07.04
7,Clancy,Twenty One Pilots,FUELED BY RAMEN,FUER,1,5,4,6,3573,-17.9,4354,146294,2024.07.04
8,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,6,7,56,3517,3.0,3414,217407,2024.07.04
9,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,8,9,45,2952,-4.0,3075,175335,2024.07.04
10,Notes From A Quiet Life,Washed Out, SUB POP,SUBP,10,,,1,2412,,0,2419,2024.07.04
11,Submarine,MARIAS,ATLANTIC GROUP,ATLG,1,16,17,5,1856,15.9,1602,29808,2024.07.04
12,Papercuts,Linkin Park,Warner Records,WAR,1,12,13,12,1847,1.7,1816,51804,2024.07.04
13,Manual Manic Procedures,200 Stab Wounds, METALBLADE,MBL,13,,,1,1818,999.0,2,1820,2024.07.04
14,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,17,16,57,1731,9.7,1578,222561,2024.07.04
15,When The Music Stops,jxdn,NEW ELEKTRA,NELK,15,,,1,1516,,0,1516,2024.07.04
16,One Hand Clapping (Live Sessions),Paul McCartney & Wings,CAPITOL MUSIC GROUP,CAP ,1,9,1,3,1480,-42.4,2570,16598,2024.07.04
17,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,21,22,85,1420,18.5,1198,195454,2024.07.04
18,I Want To Disappear,Story So Far,PURE NOISE,PNOI,1,1,,2,1389,-84.7,9085,10474,2024.07.04
19,Hot Singles In Your Area,Scene Queen, INDEPENDENT LABEL SUBMISSION,INDI,19,,,1,1360,,0,1360,2024.07.04
20,Orgy Of The Damned,Slash, INDEPENDENT LABEL SUBMISSION,INDI,2,24,25,7,1334,19.2,1119,20260,2024.07.04
21,"As It Ever Was, So It Will Be Again",Decemberists,THE ORCHARD,ORCH,2,11,2,3,1237,-39.0,2028,13991,2024.07.04
22,Good Together,Lake Street Dive,FANTASY RECORDS,FAN ,2,2,,2,1165,-81.1,6152,7319,2024.07.04
23,But I'Ll Wait For You,Local Natives,LOMA VISTA,LVR,23,,,1,1142,999.0,3,1409,2024.07.04
24,Into The Blue,Aaron Frazer,Dead Oceans,DOC,24,,,1,1030,,0,1030,2024.07.04
25,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,26,21,37,965,-11.8,1094,243068,2024.07.04
26,Walk Thru Me,Folk Implosion,Joyful Noise Recordings,JNR,26,,,1,961,999.0,1,969,2024.07.04
27,Unreal Unearth,Hozier,Columbia Records,COL ,1,27,27,46,959,-1.8,977,135260,2024.07.04
28,Red Moon Rising (Cd),Robert Jon & The Wreck,JOURNEYMAN RECORDS,JOUN,28,,,1,928,999.0,1,929,2024.07.04
29,Sonido Cosmico,Hermanos Gutiérrez,EASY EYE,CNCO,3,19,3,3,893,-29.4,1264,8997,2024.07.04
30,Love Changes Everything,Dirty Three,DRAG CITY INC,DRAG,30,,,1,879,999.0,1,880,2024.07.04
31,Hot Sun Cool Shroud,Wilco,SME/LEGACY RECORDINGS,LEGC,31,,,1,801,,0,801,2024.07.04
32,To The Limit: The Essential Collection,Eagles,ELEKTRA,EEG ,5,30,20,12,789,-10.6,883,23554,2024.07.04
33,Model,Wallows,ATLANTIC GROUP,ATLG,2,22,23,6,786,-30.3,1127,22122,2024.07.04
34,Schizophrenia,Cavalera,NUCLEAR BLAST,NUB,7,7,,2,783,-74.8,3104,3891,2024.07.04
35,Fire,Kittie,"SUMERIAN RECORDS, LLC",SMRN,4,4,,2,760,-83.4,4590,5354,2024.07.04
36,Forever,Bon Jovi,ISLAND,ISL ,1,25,5,4,752,-31.9,1104,54115,2024.07.04
37,Xcab,X-Cops,GWAR (Pit Records),GWAR,37,,,1,741,,0,741,2024.07.04
38,Neon Pill,Cage The Elephant, RCA,RCA,3,31,32,7,729,-14.6,854,14113,2024.07.04
39,Dark Matter,Pearl Jam,REPUBLIC RECORDS,R-RR,1,29,19,11,694,-23.5,907,73472,2024.07.04
40,How Will I Live Without A Body?,Loma, SUB POP,SUBP,40,,,1,693,,0,693,2024.07.04
41,Pandora,Wisp,INTERSCOPE/GEFFEN/A&M,INT ,41,,,1,682,999.0,33,994,2024.07.04
42,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,37,39,66,673,2.0,660,229150,2024.07.04
43,A La Sala,Khruangbin,Dead Oceans,DOC,3,,42,4,659,41.1,467,21614,2024.07.04
44,Diamonds,Elton John,ISLAND,ISL,2,34,35,343,651,-8.4,711,823089,2024.07.04
45,Valley Of Abandoned Songs,Felice Brothers,INGROOVES,INGV,45,,,1,647,,0,647,2024.07.04
46,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,42,34,45,638,10.4,578,70912,2024.07.04
47,Live In Aston 1977,Can, MUTE,MTE ,47,,,1,612,999.0,7,849,2024.07.04
48,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,33,24,13,605,-16.7,726,29061,2024.07.04
49,Redd Kross,Redd Kross, INDEPENDENT LABEL SUBMISSION,INDI,49,,,1,591,,0,591,2024.07.04
50,Bright Future,Adrianne Lenker, 4 A.D.,4AD,3,39,,2,556,-9.3,613,9461,2024.07.04
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.07.04
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.07.11
1,The Great American Bar Scene,Zach Bryan,WARNER RECORDS,WAR ,1,6,,2,8346,65.8,5034,13380,2024.07.11
2,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,8,6,57,3438,-2.2,3517,220845,2024.07.11
3,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,9,8,46,2900,-1.8,2952,178235,2024.07.11
4,Loom,Imagine Dragons,INTERSCOPE/GEFFEN/A&M,INT ,1,1,,2,2837,-83.4,17095,19939,2024.07.11
5,Clancy,Twenty One Pilots,FUELED BY RAMEN,FUER,1,7,5,7,2725,-23.7,3573,149019,2024.07.11
6,Papercuts,Linkin Park,Warner Records,WAR,1,12,12,13,1622,-12.2,1847,53426,2024.07.11
7,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,14,17,58,1538,-11.1,1731,224099,2024.07.11
8,Early Daze,Neil Young With Crazy Horse, WARNER Records,WAR ,5,5,,2,1427,-74.2,5531,6969,2024.07.11
9,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,17,21,86,1252,-11.8,1420,196706,2024.07.11
10,South Of Here,Nathaniel Rateliff & The Night Sweats,CRAFT RECORDINGS,STA,3,3,,2,1190,-85.1,7977,9167,2024.07.11
11,I Want To Disappear,Story So Far,PURE NOISE,PNOI,1,18,1,3,1160,-16.5,1389,11634,2024.07.11
12,Submarine,MARIAS,ATLANTIC GROUP,ATLG,1,11,16,6,1099,-40.8,1856,30907,2024.07.11
13,Pirates Ii - Armada,Visions Of Atlantis,THE ORCHARD,ORCH,13,,,1,1036,999.0,2,1038,2024.07.11
14,Keep Me Fed,Warning,LAVA / REPUBLIC RECORDS,R-RR,2,2,,2,1019,-93.2,14917,15939,2024.07.11
15,You Won't Go Before You're Supposed To,Knocked Loose,PURE NOISE,PNOI,1,,41,8,988,137.5,416,28715,2024.07.11
16,Unreal Unearth,Hozier,Columbia Records,COL ,1,27,27,47,968,0.9,959,136228,2024.07.11
17,Orgy Of The Damned,Slash, INDEPENDENT LABEL SUBMISSION,INDI,2,20,24,8,925,-30.7,1334,21185,2024.07.11
18,Forever,Bon Jovi,ISLAND,ISL ,1,36,25,5,885,17.7,752,55000,2024.07.11
19,"As It Ever Was, So It Will Be Again",Decemberists,THE ORCHARD,ORCH,2,21,11,4,865,-30.1,1237,14856,2024.07.11
20,Model,Wallows,ATLANTIC GROUP,ATLG,2,33,22,7,835,6.2,786,22957,2024.07.11
21,One Hand Clapping (Live Sessions),Paul McCartney & Wings,CAPITOL MUSIC GROUP,CAP ,1,16,9,4,811,-45.2,1480,17409,2024.07.11
22,Good Together,Lake Street Dive,FANTASY RECORDS,FAN ,2,22,2,3,790,-32.2,1165,8109,2024.07.11
23,Sonido Cosmico,Hermanos Gutiérrez,EASY EYE,CNCO,3,29,19,4,781,-12.5,893,9778,2024.07.11
24,Neon Pill,Cage The Elephant, RCA,RCA,3,38,31,8,779,6.9,729,14892,2024.07.11
25,House Of The Black Geminus,Akhlys,THE ORCHARD,ORCH,25,,,1,763,999.0,1,764,2024.07.11
26,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,42,37,67,740,10.0,673,229890,2024.07.11
27,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,25,26,38,721,-25.3,965,243789,2024.07.11
28,Carnal,Nothing More,Better Noise Records,NOIZ,4,4,,2,690,-88.6,6031,6721,2024.07.11
29,A La Sala,Khruangbin,Dead Oceans,DOC,3,43,,5,676,2.6,659,22290,2024.07.11
30,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,46,42,46,633,-0.8,638,71545,2024.07.11
31,Diamonds,Elton John,ISLAND,ISL,2,44,34,344,621,-4.6,651,823710,2024.07.11
32,To The Limit: The Essential Collection,Eagles,ELEKTRA,EEG ,5,32,30,13,613,-22.3,789,24167,2024.07.11
33,Dark Matter,Pearl Jam,REPUBLIC RECORDS,R-RR,1,39,29,12,597,-14.0,694,74069,2024.07.11
34,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,,43,24,576,8.5,531,76192,2024.07.11
35,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,,,2,548,4.8,523,80129,2024.07.11
36,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,,38,53,526,1.7,517,67274,2024.07.11
