Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
44,Spring Breakers,Charli Xcx,ATLANTIC GROUP,ATLG,44,0,0,10,1568224,258.4,437507,1518691,49533,14401527,14401527,2024.10.17
45,I Love It,Icona Pop Feat. Charli XCX,CAPITOL MUSIC GROUP,CAP ,13,27,36,464,1564631,-9.6,1730968,1518389,46242,70966398,432285165,2024.10.17
46,I Am A Gummy Bear,Gummibar,RAD,RAD,2,37,35,464,1559853,1.3,1540432,644823,915030,64514088,1280931754,2024.10.17
47,Outside,Calvin Harris Feat. Ellie Goulding,Columbia Records,COL ,19,43,33,464,1500333,2.5,1463362,1387297,113036,64967356,486823333,2024.10.17
48,Ecstacy,Suicidal-Idol,,,1,40,42,61,1478202,-3.0,1523461,1234402,243800,86398404,217560223,2024.10.17
49,Midnight City,M83,CAPITOL MUSIC GROUP,CAP ,14,38,45,464,1470991,-4.1,1533137,1299325,171666,71552032,736567822,2024.10.17
50,10:35,Tiesto & Tate Mcrae,ATLANTIC GROUP,ATLG,6,36,39,102,1470958,-4.5,1540761,1425266,45692,73550678,234609796,2024.10.17
51,One Kiss,Calvin Harris & Dua Lipa,COLUMBIA,COL,1,39,43,341,1469560,-3.6,1524371,1389247,80313,73338135,853097958,2024.10.17
52,Rush,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,8,35,52,67,1459636,-5.8,1549647,1409238,50398,63471248,138315287,2024.10.17
53,Murder On The Dance Floor,Sophie Ellis-Bextor,,,1,44,54,46,1455163,0.1,1453718,1383722,71441,146456526,166989946,2024.10.17
54,Under Your Spell,Snow Strippers,THE ORCHARD,ORCH,54,59,73,7,1451184,17.5,1235165,1314735,136449,10217715,10897975,2024.10.17
55,X-Slide,"808iuli, 2ke",CMG,brok,20,34,40,16,1412387,-9.1,1554110,1262390,149997,27311711,27311711,2024.10.17
56,Joyride,Kesha,,,2,45,37,15,1409860,-2.6,1447616,1396993,12867,39572518,39572518,2024.10.17
57,The Nights,Avicii,ISLAND,ISL ,10,46,46,432,1395682,0.8,1385209,1266386,129296,73003149,629079907,2024.10.17
58,Rather Be,Clean Bandit Feat. Jess Glynne,NOW,NOW ,11,47,44,464,1394376,0.7,1384120,1293071,101305,61402600,714135171,2024.10.17
59,Clarity,Zedd Feat. Foxes,INTERSCOPE/GEFFEN/A&M,INT ,19,53,55,464,1353918,4.2,1299660,1242934,110984,52340859,579856424,2024.10.17
60,Go Back,John Summit & Sub Focus Feat. Julia Church,,,16,165,153,22,1329592,92.8,689680,1300431,29161,29067580,29067580,2024.10.17
61,Never Be Like You,Flume Feat. Kai (Canada),MOM & POP MUSIC,MMPZ,3,49,50,457,1304992,-3.9,1358470,1253557,51435,79913232,657433659,2024.10.17
62,Memories,David Guetta Feat. Kid Cudi,ATLANTIC GROUP,ATLG,13,52,34,222,1281879,-1.7,1304576,1168088,113791,60488190,348260755,2024.10.17
63,Where You Are,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,28,62,59,85,1272605,4.3,1219840,1238143,34462,58792628,118497519,2024.10.17
64,BULLETPROOF,La Roux,INTERSCOPE/GEFFEN/A&M,INT ,7,50,49,279,1269383,-4.2,1325321,1202283,67100,47908259,289042134,2024.10.17
65,Stars Will Align,"Kygo , Imagine Dragons", RCA,RCA,11,42,11,3,1258182,-15.4,1487927,1226588,31594,5297453,5297453,2024.10.17
66,Higher Love,Kygo & Whitney Houston, RCA,RCA,5,58,74,277,1253691,1.1,1239957,1220220,33471,50065426,471319566,2024.10.17
67,Stumblin' In,Cyril,,,15,54,38,26,1252800,-2.3,1282763,1229510,23290,45778033,45903735,2024.10.17
68,Don't You Worry Child,Swedish House Mafia Feat. John Martin,ASTRALWERKS,ASTW,37,69,69,462,1239592,6.6,1162704,1108368,131224,58293580,487734449,2024.10.17
69,Dancin,Aaron Smith (DJ) Feat. Luvli,ULTRA,ULTA,1,51,53,327,1234583,-5.6,1307244,748397,486186,82508751,1099225106,2024.10.17
70,What Is Love,Haddaway,RAZOR & TIE,RTRT,17,64,60,464,1205325,1.4,1188400,1024107,181218,55344755,495563835,2024.10.17
71,Lost In The Fire,Gesaffelstein & The Weeknd,Columbia Records,COL ,2,57,57,248,1203816,-3.4,1246746,1163042,40774,47642635,404085612,2024.10.17
72,Faded,Alan Walker, RCA,RCA,1,60,63,460,1193222,-3.3,1234155,1085224,107998,50513746,1492353423,2024.10.17
73,Can't Get You out of My Head,Kylie Minogue,INTERSCOPE/GEFFEN/A&M,INT ,40,68,71,219,1191173,2.1,1166890,1017223,173950,51365475,238171010,2024.10.17
74,Where Are You Now,Lost Frequencies & Calum Scott, RCA,RCA,12,56,58,167,1188415,-5.3,1255157,1156298,32117,49904031,229307444,2024.10.17
75,In The Name Of Love,Martin Garrix & Bebe Rexha, RCA,RCA,1,63,56,429,1164701,-4.2,1216021,916939,247762,55487505,1058860550,2024.10.17
76,Body,Loud Luxury Feat. Brando,SONY,SONY,4,67,61,360,1141517,-2.4,1169915,1108751,32766,59486993,655474935,2024.10.17
77,Whatever,Kygo, RCA,RCA,3,48,48,39,1136021,-17.7,1380475,1090754,45267,91423896,91423896,2024.10.17
78,Gmfu,Odetari & 6arelyhuman,"ARTIST PARTNER GROUP, INC",ATP,11,72,65,65,1102212,-4.6,1154833,979023,123189,68777993,173206246,2024.10.17
79,Levels,Avicii,INTERSCOPE/GEFFEN/A&M,INT ,2,74,62,464,1100825,-2.9,1133169,1002271,98554,52884142,536476683,2024.10.17
80,Smoke It Off! (Feat. Jnhygs),Lumi Athena,Vydia,VYD,14,81,78,78,1088582,2.6,1061133,954132,134450,64977298,159752642,2024.10.17
81,Moth To A Flame,Swedish House Mafia & The Weeknd,REPUBLIC RECORDS,R-RR,1,78,64,156,1078064,0.2,1075859,1016127,61937,45970261,246837131,2024.10.17
82,Don'T You Want Me,Human League,ASTRALWERKS,ASTW,65,65,75,378,1074587,-9.4,1186193,984020,90567,42843836,298654543,2024.10.17
83,The Motto,Tiesto & Ava Max,ATLANTIC GROUP,ATLG,1,73,70,154,1073138,-6.6,1149078,1016035,57103,54656552,335803463,2024.10.17
84,Aura,Ogryzek,,,84,86,86,9,1056878,6.0,996885,896237,160641,10013528,10013528,2024.10.17
85,Everytime We Touch,Cascada,ROBBINS ENTERTAINMENT,ROBB,13,79,68,464,1050948,-1.9,1071447,959075,91873,65727111,590926420,2024.10.17
86,Addicted,"Zerb, The Chainsmokers",SONY/COLUMBIA,COL,15,71,66,29,1043738,-9.9,1158103,1027499,16239,49244228,49244228,2024.10.17
87,Genesis,Grimes,THE ORCHARD,ORCH,12,82,82,113,1041637,-0.9,1050862,959837,81800,50375687,202270963,2024.10.17
88,Barbie Girl,Aqua,INTERSCOPE/GEFFEN/A&M,INT ,1,83,76,464,1030193,-1.6,1046948,653645,376548,61566907,869418648,2024.10.17
89,Black Friday (Pretty Like The Sun),"Tom Odell, Lost Frequencies",,,34,61,47,13,1029401,-16.3,1230016,1029401,0,18534509,18534509,2024.10.17
90,Lady (Hear Me Tonight),Modjo,INTERSCOPE/GEFFEN/A&M,INT ,15,84,77,221,1018552,-1.9,1038396,948804,69748,47267150,214217928,2024.10.17
91,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,WARNER RECORDS,WAR ,10,77,72,80,1017940,-7.3,1098004,1005742,12198,49502531,140612067,2024.10.17
92,Cave,Dom Dolla & Tove Lo,SONY/COLUMBIA,COL,92,,,1,1014797,214899.4,472,986492,28305,1015269,1015269,2024.10.17
93,✻h+3+яд✻7lucjio0t6...,Vyrval,,,43,85,81,35,999188,-2.4,1023344,720623,278565,35114300,35114300,2024.10.17
94,Ride It,Regard,EPIC,EPIC,2,80,79,273,997990,-6.3,1064635,968493,29497,47230667,578048708,2024.10.17
95,One More Time,Daft Punk,ASTRALWERKS,ASTW,7,94,97,464,995086,5.2,945486,868605,126481,40227017,382118006,2024.10.17
96,Levitating,Rufus Du Sol, WARNER Records,WAR ,96,,,1,991494,87333.3,1134,986024,5470,992628,992628,2024.10.17
97,Glory,Ogryzek,,,79,87,83,11,966413,-2.5,991343,813972,152441,14008770,14008770,2024.10.17
98,Here With Me,Marshmello Feat. CHVRCHES,REPUBLIC RECORDS,R-RR,2,88,95,291,956917,-3.4,991027,928504,28413,36358422,509254685,2024.10.17
99,I Only Smoke When I Drink,Nimino,,,76,76,109,8,956502,-13.4,1104541,947105,9397,7387664,7387664,2024.10.17
100,Sweet Nothing,Calvin Harris Feat. Florence W,CAPITOL MUSIC GROUP,CAP ,70,91,87,376,953728,-0.4,957486,922102,31626,35276796,297893135,2024.10.17
101,How Deep Is Your Love,"Disciples , Calvin Harris",Columbia Records,COL ,4,92,91,461,950974,-0.0,951210,889148,61826,43986163,576813913,2024.10.17
102,I Like It (With Nate Smith),"Nate Smith, Alesso",Sony Music Nashville,SMNV,25,55,67,14,945644,-25.3,1265364,911276,34368,20181440,20181440,2024.10.17
103,Neverender,Justice,,,8,66,22,17,943212,-19.7,1175261,907811,35401,24670927,24670927,2024.10.17
104,Axel F,Crazy Frog,REPUBLIC RECORDS,R-RR,14,99,94,463,934127,2.5,911054,295288,638839,46545135,550576382,2024.10.17
105,Shiver,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,10,97,88,36,923899,-0.2,925977,893783,30116,46780977,46780977,2024.10.17
106,Prada,Casso,Columbia Records,COL ,14,89,118,62,916517,-6.8,983138,901583,14934,58643951,97690831,2024.10.17
107,Good Loyal Thots,Odetari,"ARTIST PARTNER GROUP, INC",ATP,8,96,93,76,907036,-2.6,931091,812815,94221,49845112,163651123,2024.10.17
108,Lately,Rufus Du Sol, WARNER Records,WAR ,81,0,0,3,902775,158.4,349419,889938,12837,6283819,6283819,2024.10.17
109,Atmosphere,FISHER X Kita Alexander,,,89,90,89,56,902591,-6.3,963136,879883,22708,38437264,58894256,2024.10.17
110,The Sound Of Silence (Remix),Disturbed & Cyril, WARNER Records,WAR ,70,93,96,30,901499,-5.0,949320,767438,134061,31936133,31936133,2024.10.17
111,Wutiwant,Saraunh0ly,,,70,106,90,13,875376,-0.0,875384,631246,244130,15903786,16068450,2024.10.17
112,I Adore You,"Hugel, Topic, Arash",ASTRALWERKS,ASTW,89,113,106,10,873499,-4.3,912525,799711,73788,10464153,10464153,2024.10.17
113,Love Is Gone,Slander Feat. Dylan Matthew,CMG,1911,1,95,103,216,871321,-6.6,932733,729298,142023,81310160,881518852,2024.10.17
114,You Spin Me Round (Like A Record),Dead Or Alive,EPIC,EPIC,33,105,127,453,866961,-1.0,875897,756117,110844,35536123,356382731,2024.10.17
115,Roses,Chainsmokers Feat. Rozes,SONY/COLUMBIA,COL,1,100,101,464,865576,-4.7,908097,862485,3091,45322086,864400023,2024.10.17
116,Let's Go Back,Jungle,,,60,98,84,6,856995,-6.9,920061,813079,43916,6673717,6673717,2024.10.17
117,Metamorphosis,Interworld,,,2,115,107,113,856510,0.8,849656,752150,104360,76527397,561535808,2024.10.17
118,Rockabye,Clean Bandit,SONY MUSIC LATIN,SML,3,110,111,417,853384,-0.8,860653,692489,160895,41767504,844911031,2024.10.17
119,Oblivion,Grimes,THE ORCHARD,ORCH,9,112,114,255,852160,-0.6,857493,786204,65956,36059249,237420253,2024.10.17
120,Stay (With Alessia Cara),Zedd & Alessia Cara,INTERSCOPE/GEFFEN/A&M,INT ,1,120,112,400,851612,2.4,831803,807758,43854,39243114,910256710,2024.10.17
121,You Are My High,Dj Snake,,,1,119,115,153,841061,0.6,836304,806107,34954,43049180,214428199,2024.10.17
122,Blame,Calvin Harris Feat. John Newman,SONY/COLUMBIA,COL,24,118,104,423,838708,-0.0,838785,810662,28046,34315571,374855238,2024.10.17
123,I'm God,Clams Casino,,,42,128,117,55,834469,2.7,812311,761085,73384,41279005,87364659,2024.10.17
124,I Love You Hoe,Odetari & 9lives,,,10,104,100,63,834358,-5.4,881561,823750,10608,48385116,115368082,2024.10.17
125,Witchy,Kaytranada, RCA,RCA,13,102,0,9,834244,-6.9,895667,736483,97761,16942215,16942215,2024.10.17
126,West End Girls,Pet Shop Boys, WAR - PARLOPHONE,WAR ,85,111,108,234,833452,-3.0,859476,724331,109121,36525261,232061455,2024.10.17
127,Void (Super Slowed),Isq,,,116,127,116,4,832740,1.9,817246,774404,58336,3746275,3746275,2024.10.17
128,Where Them Girls At,David Guetta,ATLANTIC GROUP,ATLG,23,109,102,294,830916,-4.6,870921,784940,45976,40530446,268258225,2024.10.17
129,Roi - Instrumental,Mckyyy,,,108,108,143,6,830057,-4.9,872690,829944,113,11013674,11013674,2024.10.17
130,Funkytown,Lipps Inc.,Universal Music Enterprises,UME ,9,101,113,397,827377,-8.1,900233,672665,154712,49491066,472807250,2024.10.17
131,Better Off Alone,Alice Deejay,THE ORCHARD,ORCH,4,107,99,164,817411,-6.4,872928,657220,160191,36323130,247397640,2024.10.17
132,Got Me Started,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,30,117,136,52,814549,-3.1,840909,773081,41468,37565779,64030596,2024.10.17
133,Angel,Massive Attack,VIRGIN,VRGN,133,137,0,2,812798,2.0,796927,719050,93748,8809076,62182501,2024.10.17
134,Break My Love,Rufus Du Sol, WARNER Records,WAR ,120,0,0,2,812325,100.4,405408,795919,16406,3424572,3424572,2024.10.17
135,Sins (Let Me In),Kanii,Warner Records,WAR,27,129,139,58,810994,-0.1,811723,683967,127027,39810956,71436133,2024.10.17
136,Memory Reboot,Voj & Narvent,THE ORCHARD,ORCH,1,125,125,65,809374,-2.0,825692,717183,92191,84976158,268284683,2024.10.17
137,HEY BROTHER,Avicii,ISLAND,ISL,4,121,110,464,809247,-2.7,831446,714504,94743,36789790,485095936,2024.10.17
138,Slay!,Eternxlkz,THE ORCHARD,ORCH,27,122,122,30,806448,-2.9,830722,685579,120869,36425382,36425382,2024.10.17
139,Waiting For Love,Avicii,ISLAND,ISL ,6,135,124,464,803290,0.4,800137,691102,112188,38627582,451233528,2024.10.17
140,Feels,Calvin Harris,Columbia Records,COL ,1,148,154,376,792896,3.9,763228,733709,59187,37382612,623288009,2024.10.17
141,Money On The Dash,Elley Duhe & Whethan,,,84,114,126,38,792809,-6.9,851760,774895,17914,39330858,65330993,2024.10.17
142,Turn Down For What,Dj Snake,SONY/COLUMBIA,COL,6,123,121,454,788644,-5.0,830210,674476,114168,38291806,885428064,2024.10.17
143,Music Sounds Better With You,Stardust,THE ORCHARD,ORCH,69,138,133,53,786819,-0.7,792401,694053,92766,34513183,126313154,2024.10.17
144,Lovely Bastards,"Yatashigang, Zwe1hvndxr",,,1,140,142,60,783027,-0.5,786946,694871,88156,100678892,227987215,2024.10.17
145,Royalty,"Neoni, Maestro Chives, Egzod",,,113,149,138,47,780962,3.6,753940,556808,224154,32851114,88424776,2024.10.17
146,Faster N Harder,6arelyhuman,,,12,130,119,33,776068,-4.0,808647,667277,108791,42143914,42143914,2024.10.17
147,Tuca Donka,"Skorde, Dj Fku, Cursedevil",,,49,134,145,52,775157,-3.1,800314,610599,164558,46336255,63154387,2024.10.17
148,Resonance,Home,,,20,142,132,196,773646,-0.9,781058,674560,99086,30679367,210457902,2024.10.17
149,DARK BEACH,Pastel Ghost,CITY LIGHTS PIC,CLP ,46,133,120,159,772983,-3.5,801247,716113,56870,35277004,140098481,2024.10.17
150,Murder In My Mind,Kordhell,THE ORCHARD,ORCH,1,139,131,126,770546,-2.3,788406,662258,108288,48508617,322856241,2024.10.17
151,Hypnotic Data,Odetari,,,29,144,123,57,767615,-1.5,779269,695480,72135,46270349,74503118,2024.10.17
152,Instant Crush,Daft Punk Feat. Julian Casablancas,Columbia Records,COL ,38,153,187,124,762019,3.2,738238,661925,100094,23661069,208891896,2024.10.17
153,Se Paciente Funk,Rd12,,,132,174,148,5,761764,14.5,665114,656087,105677,6691511,6691511,2024.10.17
154,"Harder, Better, Faster, Stronger",Daft Punk,ULTA,ULTA,12,147,158,429,761548,-0.5,765609,627330,134218,24292065,436885036,2024.10.17
155,Music Is Better,Rufus Du Sol, WARNER Records,WAR ,85,0,0,4,761356,176.3,275587,751190,10166,8673516,8673516,2024.10.17
156,Boogie Shoes,KC & The Sunshine Band, WAR - PARLOPHONE,WAR ,25,103,105,236,756186,-14.4,883848,677955,78231,44223769,253388031,2024.10.17
157,Pressure,Rufus Du Sol, WARNER Records,WAR ,140,0,140,2,756098,48.5,509215,744049,12049,2056864,2056864,2024.10.17
158,It Ain't Me,Kygo Feat. Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,2,116,92,401,754944,-10.4,842691,707086,47858,36758321,784841472,2024.10.17
159,Carino,Marias,,,131,173,173,73,751109,12.2,669634,726955,24154,23636832,115216496,2024.10.17
160,Funked Up (Slowed),Xxanteria,Vydia,VYD,37,124,144,39,749171,-9.3,826355,707678,41493,42545309,42545309,2024.10.17
161,Runaway (U & I),Galantis,ATLANTIC GROUP,ATLG,12,145,98,462,747678,-3.3,773386,718977,28701,40632060,541449123,2024.10.17
162,Paris,Chainsmokers,SONY/COLUMBIA,COL,1,146,146,405,747326,-2.6,767086,700890,46436,34322641,690644126,2024.10.17
163,Fire For You,Cannons (Electronic),SONY/COLUMBIA,COL,53,132,141,209,744025,-7.3,802298,666667,77358,35515300,193555871,2024.10.17
164,Free,Calvin Harris & Ellie Goulding,COLUMBIA,COL,22,143,152,9,741826,-4.9,780254,734980,6846,11089829,11089829,2024.10.17
165,Play Hard,David Guetta,ATLANTIC GROUP,ATLG,66,155,176,87,741445,1.4,731190,702190,39255,21423939,195901064,2024.10.17
166,The Business,Tiesto,ATLANTIC GROUP,ATLG,2,136,130,212,738941,-7.6,799740,658661,80280,42347865,390227282,2024.10.17
167,Innerbloom,Rufus Du Sol,FOREIGN FAMILY COLLECTIVE,FFC ,98,0,0,9,738280,30.3,566781,679030,59250,21447975,151637003,2024.10.17
168,Give It To Me,Matt Sassari,,,105,131,157,39,737888,-8.1,802540,737887,1,34757441,69766925,2024.10.17
169,Taki Taki,"Dj Snake Feat. Selena Gomez , Ozuna & Cardi B",THE ORCHARD,ORCH,1,141,135,316,736768,-6.4,786855,598230,138538,36087289,1079833880,2024.10.17
170,Automatic Yes,Zedd,,,170,,,1,727838,635.3,98985,723189,4649,2091656,2091656,2024.10.17
171,My Way,Calvin Harris,Columbia Records,COL ,6,159,155,249,719874,-0.7,725153,693170,26704,29374807,312724414,2024.10.17
172,You Know You Like It,Dj Snake & Alunageorge,INTERSCOPE/GEFFEN/A&M,INT ,11,160,168,284,719441,-0.5,722710,674128,45313,27890167,400447690,2024.10.17
173,Weightless,Marconi Union,THE ORCHARD,ORCH,37,167,170,377,718647,5.0,684743,687545,31102,31709058,279146875,2024.10.17
174,Blue (Da Ba Dee),Eiffel 65,REPUBLIC RECORDS,R-RR,17,161,160,457,712197,-0.4,714724,555882,156315,31517421,579825388,2024.10.17
175,You're Too Slow,Odetari,,,10,151,147,58,709127,-4.8,744794,624366,84761,38006202,123013843,2024.10.17
176,Pump Up the Jam,Technotronic Feat. Felly,HIP-O RECORDS,HIPD,84,152,156,207,704752,-4.9,740977,606799,97953,28730723,219031169,2024.10.17
177,Look Don’t Touch (Feat. Cade Clair),Odetari,APG INC.,ATP,14,154,149,75,697530,-5.3,736704,597175,100355,40800544,130694725,2024.10.17
178,Scared To Be Lonely,Martin Garrix Feat. Dua Lipa, RCA,RCA,6,157,150,369,694797,-4.3,726354,672076,22721,28697323,459994208,2024.10.17
179,Inhale,Rufus Du Sol, WARNER Records,WAR ,179,,,1,678873,119842.2,566,672670,6203,679439,679439,2024.10.17
180,Nightcall,Kavinsky & Lovefoxxx,REPUBLIC RECORDS,R-RR,31,168,159,101,676204,-0.8,681747,596212,79992,29619935,219997210,2024.10.17
181,Breathe,Rufus Du Sol, WARNER Records,WAR ,181,,,1,675063,123311.9,547,668445,6618,675610,675610,2024.10.17
182,Be My Lover,La Bouche, RCA,RCA,107,171,178,121,674097,-0.3,676121,587207,86890,27697207,204098776,2024.10.17
183,Middle,Dj Snake,INTERSCOPE/GEFFEN/A&M,INT ,3,158,134,441,667251,-8.0,725205,611953,55298,32439259,625486772,2024.10.17
184,Lobster,Rj Pasin,CMG,brok,103,170,137,19,652866,-3.7,677661,584601,68265,16786522,16786522,2024.10.17
185,Places To Be,Fred Again.., WARNER Records,WAR,13,162,151,20,652553,-6.8,700050,644604,7949,21776555,21776555,2024.10.17
186,Funk Universo,Irokz,,,183,187,183,4,652507,6.2,614677,525847,126660,5561941,5561941,2024.10.17
187,Freaks,Timmy Trumpet,THE ORCHARD,ORCH,19,163,164,454,646207,-6.9,693825,552754,93453,30555268,474989532,2024.10.17
188,Glory Box,Portishead,POLYVINYL RECORDS,POLV,182,182,191,11,645551,1.8,634015,606804,38747,21696229,107983176,2024.10.17
189,Cold Water,Major Lazer,THE ORCHARD,ORCH,1,169,172,406,640915,-5.8,680335,591980,48935,28124709,826437408,2024.10.17
190,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiesto, Dido, W&W, Dimitri Vegas, Like Mike",,,40,166,163,38,624244,-9.1,686590,574774,49470,39196888,40704973,2024.10.17
191,Without You,David Guetta Feat. Usher,ATLANTIC GROUP,ATLG,32,183,184,186,623702,-0.6,627509,596875,26827,27082318,221904179,2024.10.17
192,Sleepwalker,"Akiaura, Stm, Lonown",,,52,191,185,57,618682,1.4,610245,482883,135799,38579816,67742692,2024.10.17
193,Narcissistic Personality Disorder,Odetari,,,19,181,175,79,614413,-3.4,635848,547290,67123,35833355,114988982,2024.10.17
194,The Lost Soul Down,Nbsplv,,,28,198,0,64,614272,2.6,598934,569409,44863,35041807,102138075,2024.10.17
195,Present,Lloyd Vaan,,,157,177,165,17,613290,-5.3,647574,594632,18658,37578662,63806617,2024.10.17
196,Let Me See Ya Move!,"Lumi Athena, Cade Clair",Vydia,VYD,60,186,182,60,612961,-0.9,618560,539992,72969,36483870,78547447,2024.10.17
197,Clouds,Bunt. & Nate Traveller,,,167,172,167,9,610909,-9.1,671905,604373,6536,20446101,43634164,2024.10.17
198,Around The World,Daft Punk, WAR - PARLOPHONE,WAR ,12,190,193,212,609890,-0.1,610743,504371,105519,26677039,265758369,2024.10.17
199,It Boy,Bbno$,,,45,164,0,17,608094,-12.3,693090,538173,69921,19306672,19306672,2024.10.17
200,Goosebumps,Travis Scott & HVME, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,175,174,206,607166,-8.2,661589,581348,25818,33611073,387947896,2024.10.17
1,Guess,Charli Xcx,ATLANTIC GROUP,ATLG,1,2,1,20,6120100,-24.0,8049706,5838095,282005,130302034,130302034,2024.10.24
2,Sympathy Is A Knife,Charli Xcx,ATLANTIC GROUP,ATLG,1,1,70,20,5558089,-44.0,9932117,5483429,74660,48811013,48811013,2024.10.24
3,Apple,Charli Xcx,ATLANTIC GROUP,ATLG,2,3,3,20,4860825,-25.3,6507441,4723446,137379,106489499,106489499,2024.10.24
4,360,Charli Xcx,ATLANTIC GROUP,ATLG,1,4,4,24,4574922,-29.3,6472394,4358832,216090,140525973,140525973,2024.10.24
5,Keep Up,Odetari,,,2,6,2,13,4074169,-14.9,4786494,3250759,823410,44446588,44446588,2024.10.24
6,365,Charli Xcx,ATLANTIC GROUP,ATLG,4,5,17,20,3376732,-34.4,5148295,3269383,107349,61306308,61306308,2024.10.24
7,Something Just Like This,"Chainsmokers, Coldplay",SONY/COLUMBIA,COL,1,13,6,401,3342015,-1.6,3397638,3058430,283585,135271953,1635576074,2024.10.24
8,Summertime Sadness,Lana Del Rey & Cedric Gervais,INTERSCOPE/GEFFEN/A&M,INT ,1,12,5,465,3280022,-1.8,3340423,2965647,314375,170491238,1165663524,2024.10.24
9,Move,Adam Port & Stryv,,,9,11,0,2,3183850,-7.0,3424523,3122239,61611,44996340,44996340,2024.10.24
10,Closer,Chainsmokers Feat. Halsey,Columbia Records,COL ,1,17,8,430,3150984,2.7,3068664,2777670,373314,128654486,2427042163,2024.10.24
11,Talk Talk,Charli Xcx,ATLANTIC GROUP,ATLG,2,7,9,20,2978305,-37.5,4764844,2942183,36122,51452372,51452372,2024.10.24
12,I'm Good (Blue),"David Guetta, Bebe Rexha",WARNER RECORDS,WAR ,1,18,7,113,2803245,-2.9,2887927,2515275,287970,148551822,638951838,2024.10.24
13,Funk Do Bounce,Ariis,,,13,26,23,4,2717798,21.5,2237132,2195550,522248,7743524,7743524,2024.10.24
14,I Don't Wanna Wait,David Guetta & Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,2,22,10,29,2614390,1.6,2574291,2530753,83637,100800175,100800175,2024.10.24
15,Latch,Disclosure Feat. Sam Smith,INTERSCOPE/GEFFEN/A&M,INT ,9,23,11,465,2534755,1.9,2488419,2392175,142580,92807734,724257991,2024.10.24
16,Von Dutch,Charli Xcx,ATLANTIC GROUP,ATLG,5,9,16,34,2489635,-37.3,3967894,2412355,77280,83811302,83811302,2024.10.24
17,Club classics,Charli Xcx,,,8,8,75,20,2486699,-44.4,4469830,2449123,37576,43408828,43408828,2024.10.24
18,Happier,Marshmello & Bastille,ASTRALWERKS,ASTW,1,24,13,323,2382528,0.1,2379687,2110887,271641,104977701,1892086561,2024.10.24
19,Don't Let Me Down,Chainsmokers Feat. Daya,Columbia Records,COL ,1,28,15,455,2295886,4.2,2204078,2009641,286245,93283246,1882757200,2024.10.24
20,Wake Me Up,Avicii,ISLAND,ISL,1,27,14,465,2188550,-2.4,2242138,2011634,176916,109334973,1158350025,2024.10.24
21,Treehouse,Alex G,,,12,25,12,79,2184450,-3.0,2252390,2130621,53829,62326032,126659441,2024.10.24
22,"Girl, So Confusing",Charli Xcx,ATLANTIC GROUP,ATLG,1,15,24,20,1993591,-35.7,3101299,1950933,42658,58824506,58824506,2024.10.24
23,Silence,Marshmello Feat. Khalid, RCA,RCA,1,34,22,376,1979805,8.3,1827808,1890842,88963,79458640,1166481938,2024.10.24
24,Get Lucky,Daft Punk Feat. Pharrell Williams,Columbia Records,COL ,2,30,20,465,1979134,-3.4,2048749,1816401,162733,80359098,855296215,2024.10.24
25,Feel So Close,Calvin Harris,CAPITOL MUSIC GROUP,CAP ,10,31,19,465,1929246,-0.8,1944172,1875156,54090,88989160,572771842,2024.10.24
26,Let Me Love You,DJ Snake Feat. Justin Bieber,INTERSCOPE/GEFFEN/A&M,INT ,1,33,21,429,1891649,2.3,1849174,1588227,303422,71592767,1136014997,2024.10.24
27,Everything Is Romantic,Charli Xcx,ATLANTIC GROUP,ATLG,10,10,150,20,1873756,-49.7,3722203,1845730,28026,29066068,29066068,2024.10.24
28,Stereo Love,Edward Maya & Vika Jigulina,THE ORCHARD,ORCH,9,39,31,439,1784481,6.7,1673190,1614987,169494,70916935,450374601,2024.10.24
29,Symphony,Clean Bandit,EPIC,EPIC,9,32,18,394,1773839,-7.1,1910414,1524718,249121,42557776,562712250,2024.10.24
30,Slide,Calvin Harris,Columbia Records,COL ,1,37,30,400,1739223,3.7,1677409,1713427,25796,77782707,824268987,2024.10.24
31,Lean On,Major Lazer & DJ Snake Feat. M0,THE ORCHARD,ORCH,1,41,33,465,1708731,5.0,1626968,1493594,215137,80857640,1314540734,2024.10.24
32,SEXY CHICK,David Guetta Feat. Akon,ATLANTIC GROUP,ATLG,23,43,41,286,1699249,7.0,1587804,1614551,84698,59478272,385016855,2024.10.24
33,Strangers,Kenya Grace,Warner Records,WAR,1,36,25,60,1679700,-3.0,1730840,1611298,68402,139062100,279919726,2024.10.24
34,I Love It,Icona Pop Feat. Charli XCX,CAPITOL MUSIC GROUP,CAP ,13,45,27,465,1643717,4.0,1580073,1593643,50074,72625557,433944324,2024.10.24
